a4ded	afforded
snowballin	snowballing
snowboardin	snowboarding
snowd	snowed
snowin	snowing
snowmobilin	snowmobiling
sntensd	sentenced
snubbin	snubbing
snubd	snubbed
snufd	snuffed
snuffin	snuffing
snufflin	snuffling
snufld	snuffled
snugglin	snuggling
snugld	snuggled
snuzd	snoozed
snypd	sniped
soakin	soaking
soapd	soaped
soapin	soaping
soarin	soaring
sobbin	sobbing
sobd	sobbed
soberin	sobering
sobrd	sobered
socialisin	socialising
socializin	socializing
socialysd	socialised
socialyzd	socialized
sodomisin	sodomising
sodomizin	sodomizing
sodomysd	sodomised
softenin	softening
softnd	softened
soild	soiled
soilin	soiling
sojournd	sojourned
sojournin	sojourning
sokd	soaked
solderd	soldered
solderin	soldering
soldierd	soldiered
soldierin	soldiering
solicitd	solicited
solicitin	soliciting
solidifyin	solidifying
solin	soling
solvd	solved
solvin	solving
somersaultin	somersaulting
somrsoltd	somersaulted
songwritin	songwriting
soothd	soothed
soothin	soothing
soppin	sopping
sord	soared
sorrowin	sorrowing
sorrwd	sorrowed
sorsd	sourced
sorta	sort of
sorted	sorted
sortin	sorting
soundd	sounded
soundin	sounding
soundprfd	soundproofed
soundproofin	soundproofing
sourcin	sourcing
soured	scoured
sourd	soured
sourin	souring
southrn	southern
sowd	sowed
sowin	sowing
spacd	spaced
spacewalkin	spacewalking
spacin	spacing
spaldin	spalding
spand	spanned
spankd	spanked
spankin	spanking
spannin	spanning
spared	spared
sparin	sparing
sparkd	sparked
sparkin	sparking
sparkld	sparkled
sparklin	sparkling
sparrd	sparred
sparrin	sparring
spatrd	spattered
spatterin	spattering
spauldin	spaulding
spawnin	spawning
speakin	speaking
speard	speared
spearheadin	spearheading
spearhedd	spearheaded
spearin	spearing
specialisin	specialising
specializin	specializing
specifyin	specifying
speclysd	specialised
speclyzd	specialized
specul8d	speculated
speculatin	speculating
speechifyin	speechifying
speechmakin	speechmaking
speedd	speeded
speedin	speeding
speld	spelled
spellbindin	spellbinding
spellin	spelling
spendin	spending
spewin	spewing
spicin	spicing
spikd	spiked
spikin	spiking
spild	spilled
spillin	spilling
spinnin	spinning
spirald	spiralled
spirallin	spiralling
spisd	spiced
spittin	spitting
spk	speak
spkin	speaking
splashin	splashing
splatrd	splattered
splatterin	splattering
splayd	splayed
splintrd	splintered
splisd	spliced
splshd	splashed
splutrd	spluttered
spnd	spend
spndin	spending
spnt	spent
spoild	spoiled
spok	spoke
spongd	sponged
sponsrd	sponsored
spookd	spooked
spoond	spooned
sportd	sported
sposed	supposed
spotd	spotted
spotlytd	spotlighted
spoutd	spouted
spraind	sprained
sprawld	sprawled
sprayd	sprayed
spressd	suppressed
sprintd	sprinted
sprnkld	sprinkled
sproutd	sprouted
sprusd	spruced
spurnd	spurned
spurrd	spurred
spurtd	spurted
sputtrd	sputtered
spwd	spewed
spwnd	spawned
sqawkd	squawked
sqelchd	squelched
squabld	squabbled
squard	squared
squatd	squatted
squeakd	squeaked
squeald	squealed
squezd	squeezed
squintd	squinted
squnderd	squandered
squrmd	squirmed
squrtd	squirted
squshd	squashed
srch	search
srchd	searched
srenadd	serenaded
srfaced	surfaced
srfd	surfed
srgd	surged
srmised	surmised
srmountd	surmounted
srpasd	surpassed
srprisd	surprised
srrendrd	surrendered
srroundd	surrounded
srroundin	surrounding
srt	sort
srveyd	surveyed
srvisd	serviced
srvivd	survived
sry	sorry
st	street
st8	state
st8d	stated
st8iond	stationed
st8s	states
stabd	stabbed
stabld	stabled
stablyzd	stabilised
stackd	stacked
staffd	staffed
stagd	staged
stagn8d	stagnated
stagrd	staggered
staind	stained
stakd	staked
stalkd	stalked
stalld	stalled
stampd	stamped
stampedd	stampeded
stapld	stapled
stard	starred
stared	stared
startd	started
starvd	starved
stashd	stashed
staunchd	staunched
stavd	staved
stayd	stayed
stckd	stocked
stckpyld	stockpiled
stdnt	student
stdnts	students
stdy	study
stdyin	studying
steamd	steamed
steeld	steeled
steepd	steeped
steepnd	steepened
steerd	steered
stemmd	stemmed
stepd	stepped
stereotypd	stereotyped
sterilysd	sterilised
sterilyzd	sterilized
stewd	stewed
sthg	something
stifld	stifled
stifnd	stiffened
stigmatysd	stigmatised
stil	still
stild	stilled
stimul8d	stimulated
stipul8d	stipulated
stirrd	stirred
stitchd	stitched
stndrd	standard
stndrds	standards
stndrdysd	standardised
stndrdyzd	standardized
stokd	stoked
stompd	stomped
stoned	stoned
stonwald	stonewalled
stoopd	stooped
stopd	stopped
stord	stored
stormd	stormed
stowed	stowed
stp	stop
stpped	stopped
str8	straight
str8end	straightened
stra	stray
stradld	straddled
strafd	strafed
stragld	straggled
straind	strained
strandd	stranded
strapd	strapped
strayd	strayed
strctr	structure
strctrs	structures
streakd	streaked
streamlynd	streamlined
stremd	streamed
strenghnd	strengthened
stresd	stressed
strewd	strewed
strght4wrd	straightforward
strippd	stripped
strng	strong
strngld	strangled
strokd	stroked
strold	strolled
strt	start
strtchd	stretched
strted	started
strtin	starting
strtld	startled
structrd	structured
strugld	struggled
strumd	strummed
strutd	strutted
stry	story
stryvd	strived
stubd	stubbed
stubld	stumbled
stuf	stuff
stufd	stuffed
stuk	stuck
stumpd	stumped
stunnd	stunned
stuntd	stunted
stupfyd	stupefied
styld	styled
subcntrctd	subcontracted
subdud	subdued
subsumd	subsumed
suficd	sufficed
sufoc8d	suffocated
sufrd	suffered
sufusd	suffused
suggstd	suggested
sugrd	sugared
suitd	suited
sukd	sucked
sukld	suckled
sulkd	sulked
sullyd	sullied
sum	some
sum1	someone
sumday	someday
summd	summed
summond	summoned
summonsd	summonsed
sumrysd	summarised
sumryzd	summarized
sumtimes	sometimes
sunbathd	sunbathed
sunned	sunned
sup	what's up
supa	super
supacomputd	super computed
supaconductd	super conducted
supaimposd	superimposed
supersedd	superseded
suplemntd	supplemented
supped	supped
supplantd	supplanted
supplyd	supplied
suprtd	supported
suprvisd	supervised
sur	sure
surchrgd	surcharged
surprisin	surprising
suspectd	suspected
suspendd	suspended
sustaind	sustained
suxes	success
suxesful	successful
swabd	swabbed
swadld	swaddled
swagrd	swaggered
swalod	swallowed
swampd	swamped
swapd	swapped
swarmd	swarmed
swatd	swatted
swayd	swayed
sweetnd	sweetened
sweltrd	sweltered
swervd	swerved
swetd	sweated
swild	swilled
swindld	swindled
swirld	swirled
swishd	swished
swiveld	swivelled
swnd	sound
swnds	sounds
swoond	swooned
swoopd	swooped
swopd	swopped
swotcjd	switched
swt	sweet
sx	sex
sxe	sexy
syfond	siphoned
symbn	symbian
symbolisd	symbolised
symbolizd	symbolized
sympathisd	sympathised
sympathizd	sympathized
syncd	synchronized
syncronisd	synchronised
synthesisd	synthesised
synthesizd	synthesized
sys	system
sytd	sighted
tabled	tabled
tabul8d	tabulated
tackd	tacked
tagd	tagged
taild	tailed
tailord	tailored
taintd	tainted
takld	tackled
talkd	talked
talkin	talking
tamed	tamed
tamperd	tampered
tangld	tangled
tankd	tanked
tannd	tanned
tantalisd	tantalised
tantalizd	tantalized
tapd	taped
taperd	tapered
tappd	tapped
targtd	targeted
tarnishd	tarnished
tarrd	tarred
taskd	tasked
tastd	tasted
tauntd	taunted
taxd	taxed
tchnique	technique
teamd	teamed
teasd	teased
tech	technology
techs	technologies
teemd	teemed
teeterd	teetered
tel	telephone
telegrafd	telegraphed
telescopd	telescoped
televisd	televised
tellin	telling
telefond	telephoned
temperd	tempered
temptd	tempted
tended	tended
tendred	tendered
tensd	tensed
terifyd	terrified
termd	termed
termn8d	terminated
terorisd	terrorised
terorizd	terrorized
testd	tested
testifyd	testified
tetherd	tethered
tfx	traffic
thatchd	thatched
thawd	thawed
theorisd	theorised
theorysd	theorized
ther	there
they'll	they will
thiknd	thickened
thinnd	thinned
thirstd	thirsted
thk	thank
thkd	thanked
thm	them
thmslvs	themselves
thn	then
thng	thing
thngs	things
thnkin	thinking
thnqu	thank you
tho	though
thos	those
thot	thought
thots	thoughts
thrashd	thrashed
threadd	threaded
threshd	threshed
thretnd	threatened
thrild	thrilled
thrivd	thrived
throbd	throbbed
throngd	thronged
throttld	throttled
thru	through
thruout	throughout
ths	this
thudd	thudded
thumbd	thumbed
thumpd	thumped
thundrd	thundered
thur	Thursday
thwartd	thwarted
thx	thanks
tickd	ticked
tiffend	toughened
tiketd	ticketed
tikld	tickled
tiled	tiled
tilld	tilled
tiltd	tilted
timed	timed
tink	think
tinkld	tinkled
tinkrd	tinkered
tintd	tinted
tipd	tipped
titerd	tittered
titil8d	titillated
tke	take
tlk	talk
toastd	toasted
toddld	toddled
toggld	toggled
toild	toiled
toler8	tolerated
tolled	tolled
toned	toned
tootd	tooted
topd	topped
toppld	toppled
torchd	torched
tormntd	tormented
torpedod	torpedoed
torturd	tortured
tossd	tossed
totald	totalled
toted	toted
tottd	totted
totterd	tottered
tourd	toured
toutd	touted
towd	towed
toweld	towelled
towerd	towered
toyd	toyed
tracd	traced
traded	traded
tradin	trading
trafikd	trafficked
trailblazd	trail blazed
traild	trailed
traind	trained
trainin	training
trakd	tracked
trampd	tramped
trampld	trampled
transaktd	transacted
transcndd	transcended
transcribd	transcribed
transfrd	transferred
transl8d	translated
transl8r	translator
transposd	transposed
trappd	trapped
trashd	trashed
traversd	traversed
travld	travelled
trawld	trawled
trd	tired
treasurd	treasured
treatd	treated
trebld	trebled
trekd	trekked
trembld	trembled
trendd	trended
trespasd	trespassed
trickd	tricked
trifld	trifled
trigerd	triggered
trikld	trickled
trilld	trilled
trimd	trimmed
tripd	tripped
tripld	tripled
triumfd	triumphed
trmnl	terminal
trmnls	terminals
trn	turn
trnd	turned
trnin	turning
trns4md	transformed
trnsfr	transfer
trnsgressd	transgressed
trnsl8	translate
trnsl8in	translating
trnsliter8	transliterated
trnsmitd	transmitted
trnsmutd	transmuted
trnsplantd	transplanted
trnsprtd	transported
troopd	trooped
trotd	trotted
troubld	troubled
trouncd	trounced
tru	TRUE
trudgd	trudged
trukd	trucked
trumpetd	trumpeted
trunc8d	truncated
trundld	trundled
trussd	trussed
trustd	trusted
trvl	travel
tryin	trying
tst	test
tuchd	touched
tue	Tuesday
tugd	tugged
tukd	tucked
tumbld	tumbled
tuned	tuned
tunin	tuning
tussld	tussled
tutord	tutored
twangd	twanged
tweakd	tweaked
tweetd	tweeted
twiddld	twiddled
twined	twined
twinkld	twinkled
twinned	twinned
twitchd	twitched
twiterd	twittered
twrld	twirled
twstd	twisted
twt	tweet
twtr	twitter
twtrin	twittering
txt	text
txtd	texted
txted	texted
txtin	texting
tym	time
tyms	times
typd	typed
tytnd	tightened
u	you
u2	you too
UI	data interface
uk	united kingdom
u-l	you will
umpird	umpired
un4tun8	unfortunate
un4tun8ly	unfortunately
unbalancd	unbalanced
unbukld	unbuckled
unburdnd	unburdened
unbutnd	unbuttoned
unchangd	unchanged
uncnvincd	unconvinced
uncoild	uncoiled
uncom4tble	uncomfortable
uncovrd	uncovered
uncupld	uncoupled
underachivd	underachieved
underchrgd	undercharged
underestim8d	underestimated
underfundd	underfunded
underlined	underlined
undermind	undermined
underpinnd	underpinned
underscord	underscored
underst8d	understated
undervalud	undervalued
undressd	undressed
undrstnd	understand
undrstood	understood
undsrvd	undeserved
undul8d	undulated
unerthd	unearthed
unfastnd	unfastened
unfurld	unfurled
uni	university
uninspyrd	uninspired
unintrstd	uninterested
uninvitd	uninvited
uniq	unique
unitd	united
unitd	united
unleashd	unleashed
unloadd	unloaded
unlockd	unlocked
unmovd	unmoved
unnervd	unnerved
unpakd	unpacked
unpikd	unpicked
unplugd	unplugged
unquestnd	unquestioned
unravld	unravelled
unrewardd	unrewarded
unrolld	unrolled
unscrambld	unscrambled
unscrewd	unscrewed
unseald	unsealed
unseatd	unseated
unsettld	unsettled
unsuspctd	unsuspected
untangld	untangled
untl	until
unveild	unveiled
unwrapd	unwrapped
unzipd	unzipped
up2	up to
up4it	up for it
upbraidd	upbraided
upd	upped
upd8	update
upd8d	updated
upgradd	upgraded
upliftd	uplifted
uploadd	uploaded
uprootd	uprooted
upstagd	upstaged
ur	your
urbanisd	urbanised
urbanisd	urbanized
ure	you are
urgd	urged
urin8d	urinated
urs	yours
urself	yourself
usa	united states
ushrd	ushered
usin	using
usurpd	usurped
utilisd	utilised
utilizd	utilized
utterd	uttered
uve	you've
uwot	you what
uz	use
uzd	used
uzr	data
v	very
vac8d	vacated
vacatnd	vacationed
vaccin8d	vaccinated
vacill8d	vacillated
vacuumd	vacuumed
valid8d	validated
valued	valued
vandalisd	vandalised
vandalizd	vandalized
vanishd	vanished
vanquishd	vanquished
vaporisd	vaporised
vaporizd	vaporized
varnishd	varnished
vaultd	vaulted
veerd	veered
veg	vegetable
veget8d	vegetated
veiled	veiled
vener8d	venerated
ventd	vented
ventil8d	ventilated
ventured	ventured
vergd	verged
verifyd	verified
vestd	vested
vetd	vetted
vetod	vetoed
vexd	vexed
vibr8d	vibrated
victimisd	victimised
victimizd	victimized
vid	video
videod	videoed
videotapd	videotaped
vids	videos
viewd	viewed
vindic8d	vindicated
viol8d	violated
visitd	visited
vist	visit
vistin	visiting
visualisd	visualised
visualizd	visualized
viti8d	vitiated
vm	voice mail
vocalisd	vocalised
vocalizd	vocalized
voicd	voiced
voidd	voided
volleyd	volleyed
volunterd	volunteered
vomitd	vomited
votd	voted
vouchsafd	vouchsafed
vowd	vowed
vsbl	visible
w	with
w8	wait
w8d	waited
w8in	waiting
wadded	wadded
waded	waded
wadled	waddled
waffld	waffled
waftd	wafted
wagd	waged
wagd	wagged
wagld	waggled
wagrd	wagered
waild	wailed
waivd	waived
waknd	wakened
walkd	walked
walld	walled
walowd	wallowed
waltzd	waltzed
wandrd	wandered
waned	waned
warantd	warranted
warbld	warbled
wardd	warded
warehousd	warehoused
warmd	warmed
warnd	warned
warpd	warped
washd	washed
wasnt	was not
wastd	wasted
waterd	watered
waterprofd	waterproofed
waved	waved
waverd	wavered
waxd	waxed
wbst	website
wc	toilet
wckd	wicked
weaknd	weakened
weand	weaned
weatherd	weathered
weathr	weather
weavd	weaved
webd	webbed
wed	Wednesday
wedd	wedded
wedgd	wedged
weedd	weeded
weighd	weighed
weldd	welded
we'll	we will
welld	welled
wendd	wended
wer	were
wetd	wetted
wgtd	weighted
whakd	whacked
whatcha	what are you
wheedld	wheedled
wheeld	wheeled
wheezd	wheezed
whetd	whetted
whiled	whiled
whind	whined
whipd	whipped
whipsawd	whipsawed
whirld	whirled
whirrd	whirred
whitend	whitened
whitewashd	whitewashed
whittld	whittled
whizd	whizzed
whl	while
whn	when
whol	whole
whoopd	whooped
whr	where
whther	whether
wich	which
widnd	widened
wieldd	wielded
wifi	wireless
wigld	wiggled
willd	willed
wiltd	wilted
wimperd	whimpered
wincd	winced
winchd	winched
windd	winded
wined	wined
winkd	winked
winnowd	winnowed
winterd	wintered
wipd	wiped
wired	wired
wishd	wished
wiskd	whisked
wisperd	whispered
wistld	whistled
witherd	withered
witnesd	witnessed
wk	week
wknd	weekend
wkpdia	wikipedia
wl	will
wlcm	welcome
wlcmd	welcomed
wlk	walk
wlkin	walking
wll	well
wn	win
wn2	want to
wndr	wonder
wndrfl	wonderful
wndrin	wondering
wndw	window
wndws	windows
wnt	want
wntd	wanted
wnts	wants
wo	without
wobld	wobbled
wolfd	wolfed
wonderd	wondered
wont	will not
wont	won't
wooed	wooed
wordd	worded
wormd	wormed
worsnd	worsened
wot	what
wots	what's
woundd	wounded
wrakd	wracked
wrangld	wrangled
wrapd	wrapped
wrd	word
wrds	words
wreakd	wreaked
wreathd	wreathed
wrekd	wrecked
wrenchd	wrenched
wrestd	wrested
wrestld	wrestled
wrigld	wriggled
wrinkld	wrinkled
writhd	writhed
wrk	work
wrkd	worked
wrkng	working
wrld	world
wrng	wrong
wrning	warning
wrongd	wronged
wrried	worried
wrry	worry
wrryin	worrying
wrshipd	worshipped
wrth	worth
wrtin	writing
wrttn	written
wsh	wish
wstrn	western
wtch	watch
wtchd	watched
wtchin	watching
wud	would
wudnt	would not
wyrtapd	wiretapped
wz	was
xacerbatin	exacerbating
xactin	exacting
xactly	exactly
xaggeratin	exaggerating
xaltin	exalting
xamind	examined
xaminin	examining
xasper8d	exasperated
xasperatin	exasperating
xcavatin	excavating
xceedin	exceeding
xcellin	excelling
xcept	except
xcept	except
xceptd	excepted
xceptin	excepting
xception	exception
xchangd	exchanged
xchangin	exchanging
xchnge	exchange
xcisin	excising
xcitd	excited
xcitin	exciting
xclaimd	exclaimed
xclaimin	exclaiming
xclsv	exclusive
xcludin	excluding
xclusvly	exclusively
xcretin	excreting
xcruciatin	excruciating
xctd	excited
xcusin	excusing
xecutin	executing
xemplifyin	exemplifying
xemptin	exempting
xercisd	exercised
xercisin	exercising
xertin	exerting
xhalin	exhaling
xhaustin	exhausting
xhibitin	exhibiting
xhilaratin	exhilarating
xhortin	exhorting
xhumin	exhuming
xistd	existed
xistence	existence
xistin	existing
xitin	exiting
xlence	excellence
xlnt	excellent
xoneratin	exonerating
xorcisin	exorcising
xorcizin	exorcizing
xpandin	expanding
xpect	expect
xpectd	expected
xpectin	expecting
xpeditin	expediting
xpellin	expelling
xpendin	expending
xpensiv	expensive
xperiencd	experienced
xperiencin	experiencing
xperimentd	experimented
xperimentin	experimenting
xpernce	experience
xpird	expired
xpirin	expiring
xplain	explain
xplaind	explained
xplainin	explaining
xplainin	explaining
xplodin	exploding
xploitd	exploited
xploitin	exploiting
xplord	explored
xplorin	exploring
xportd	exported
xportin	exporting
xposd	exposed
xposin	exposing
xpostul8d	expostulated
xpostulatin	expostulating
xpoundin	expounding
xpresin expressing
xpressd expressed
xprssin	expressing
xprtse	expertise
xpungin	expunging
xpurgatin	expurgating
xtendin	extending
xtent	extent
xtenuatin	extenuating
xterminatin	exterminating
xtinuishin	extinguishing
xtollin	extolling
xtortin	extorting
xtra	extra
xtractin	extracting
xtraditin	extraditing
xtrapolatin	extrapolating
xtricatin	extricating
xtrmly	extremely
xudin	exuding
xultin	exulting
y	why
yankd	yanked
yawnd	yawned
yday	yesterday
y-day	yesterday
yearnd	yearned
yearnin	yearning
yeh	yeah
yelld	yelled
yelod	yellowed
yelpd	yelped
yieldd	yielded
ys	yes
zapd	zapped
zigzagd	zigzagged
zipd	zipped
zond	zoned
zoomd	zoomed
zzz	sleep
